Word,Frequency,Abc Hash,Qwerty Hash,As name
сотнями,9,5454843,7582778,0,0.0
сотнях,2,545486,758273,0,0.0
сотов,2,54541,75854,0,0.0
сотоварищами,3,545411537143,758544583478,0,0.0
сотоварищей,2,54541153723,75854458321,0,0.0
сотовой,2,5454143,7585451,0,0.0
сотой,2,54543,75851,0,0.0
сотрудник,6,545552433,758516281,0,0.0
сотрудника,4,5455524331,7585162814,0,0.0
сотрудникам,4,54555243314,75851628147,1,0.25
сотрудниками,7,545552433143,758516281478,0,0.0
сотрудники,4,5455524333,7585162818,0,0.0
сотрудников,8,54555243341,75851628154,0,0.0
сотрудником,4,54555243344,75851628157,0,0.0
сотрудничать,3,545552436158,758516287488,0,0.0
сотрудничества,8,54555243625511,75851628727844,0,0.0
сотрудничество,6,54555243625514,75851628727845,0,0.0
сотрясающий,2,54558518733,75857748381,0,0.0
сотую,4,54558,75818,0,0.0
сотый,4,54573,75841,0,0.0
сотэ,2,5458,7586,0,0.0
соусом,3,545544,751757,0,0.0
софи,9,5463,7548,9,1.0
софизмов,2,54632441,75483754,0,0.0
софийском,3,546335344,754817157,3,1.0
софия,2,54638,75487,1,0.5
софье,2,54682,75482,2,1.0
софьей,2,546823,754821,2,1.0
софьи,12,54683,75488,12,1.0
софью,5,54688,75488,5,1.0
софья,38,54688,75487,28,0.7368421052631579
соха,3,5461,7534,0,0.0
сохнут,4,546455,753218,0,0.0
сохнуть,2,5464558,7532188,0,0.0
сохран,2,546514,753542,0,0.0
сохранение,9,5465142432,7535422282,0,0.0
сохранением,3,54651424324,75354222827,0,0.0
сохранении,6,5465142433,7535422288,0,0.0
сохранения,14,5465142438,7535422287,0,0.0
сохранены,4,546514247,753542224,0,0.0
сохрани,2,5465143,7535428,0,0.0
сохранившегося,2,54651431721458,75354284322577,0,0.0
сохранивший,2,54651431733,75354284381,0,0.0
сохранившимися,2,54651431734358,75354284387877,0,0.0
сохранившихся,3,5465143173658,7535428438377,0,0.0
сохранил,6,54651433,75354286,0,0.0
сохранилась,4,54651433158,75354286478,0,0.0
сохранили,3,546514333,753542868,0,0.0
сохранились,10,54651433358,75354286878,0,0.0
сохранилось,4,54651433458,75354286578,1,0.25
сохранился,6,5465143358,7535428677,0,0.0
сохранит,5,54651435,75354288,0,0.0
сохранится,2,5465143558,7535428877,0,0.0
сохранить,35,546514358,753542888,1,0.02857142857142857
сохраниться,2,54651435858,75354288877,0,0.0
сохранявшим,2,54651481734,75354274387,0,0.0
сохраняет,9,546514825,753542728,0,0.0
сохраняется,7,54651482558,75354272877,0,0.0
сохранял,2,54651483,75354276,0,0.0
сохраняла,2,546514831,753542764,0,0.0
сохранятся,2,5465148558,7535427877,0,0.0
сохранять,6,546514858,753542788,1,0.16666666666666666
сохраняться,2,54651485858,75354278877,0,0.0
сохраняют,3,546514885,753542788,0,0.0
сохраняются,2,54651488558,75354278877,0,0.0
сохраняющими,2,546514887343,753542783878,0,0.0
сохраняя,9,54651488,75354277,0,0.0
соцветие,3,54612532,75142882,0,0.0
социал,3,546313,751846,0,0.0
социализм,11,546313324,751846837,1,0.09090909090909091
социализма,20,5463133241,7518468374,0,0.0
социалист,3,546313355,751846878,0,0.0
социалистический,6,5463133553625333,7518468788727181,0,0.0
социалистических,2,5463133553625336,7518468788727183,0,0.0
социалистического,17,54631335536253414,75184687887271525,2,0.11764705882352941
социалистическое,5,5463133553625342,7518468788727152,0,0.0
социалистической,6,5463133553625343,7518468788727151,0,0.0
социалистическом,3,5463133553625344,7518468788727157,0,0.0
социалистическому,3,54631335536253445,75184687887271571,0,0.0
социалисты,3,5463133557,7518468784,0,0.0
социальна,2,546313841,751846824,0,0.0
социальная,29,5463138418,7518468247,2,0.06896551724137931
социально,70,546313844,751846825,2,0.02857142857142857
социального,38,54631384414,75184682525,0,0.0
социальное,12,5463138442,7518468252,1,0.08333333333333333
социальной,74,5463138443,7518468251,0,0.0
социальном,4,5463138444,7518468257,0,0.0
социальному,5,54631384445,75184682571,0,0.0
социальность,2,546313844558,751846825788,0,0.0
социальную,18,5463138458,7518468218,0,0.0
социальные,36,5463138472,7518468242,3,0.08333333333333333
социальный,18,5463138473,7518468241,1,0.05555555555555555
социальным,11,5463138474,7518468247,0,0.0
социальными,7,54631384743,75184682478,0,0.0
социальных,41,5463138476,7518468243,0,0.0
социзм,2,546324,751837,0,0.0
социо,2,54634,75185,0,0.0
социолог,3,54634341,75185652,0,0.0
социолога,3,546343411,751856524,0,0.0
социологи,2,546343413,751856528,0,0.0
социологии,4,5463434133,7518565288,0,0.0
социологические,2,546343413625332,751856528727182,0,0.0
социологических,2,546343413625336,751856528727183,0,0.0
социологическое,2,546343413625342,751856528727152,0,0.0
социологической,3,546343413625343,751856528727151,0,0.0
социологов,3,5463434141,7518565254,0,0.0
социомеханика,5,5463442614331,7518572342814,0,0.0
социомеханике,2,5463442614332,7518572342812,0,0.0
социомеханикой,2,54634426143343,75185723428151,0,0.0
социомеханику,2,5463442614335,7518572342811,0,0.0
социопсихологии,2,546344536434133,751855783565288,0,0.0
соч,45,546,757,0,0.0
сочетает,2,54625125,75728428,0,0.0
сочетается,2,5462512558,7572842877,0,0.0
сочетал,2,5462513,7572846,0,0.0
сочетались,2,5462513358,7572846878,0,0.0
сочетание,7,546251432,757284282,0,0.0
сочетанием,2,5462514324,7572842827,0,0.0
сочетании,6,546251433,757284288,0,0.0
сочетаний,4,546251433,757284281,0,0.0
сочетания,2,546251438,757284287,0,0.0
сочетаниях,2,5462514386,7572842873,0,0.0
сочетают,2,54625185,75728488,0,0.0
сочетаются,2,5462518558,7572848877,0,0.0
сочилась,4,54633158,75786478,0,0.0
сочинение,27,546342432,757822282,0,0.0
сочинением,2,5463424324,7578222827,0,0.0
сочинении,3,546342433,757822288,0,0.0
сочинений,25,546342433,757822281,0,0.0
сочинения,18,546342438,757822287,0,0.0
сочинениями,3,54634243843,75782228778,0,0.0
сочинениях,8,5463424386,7578222873,0,0.0
сочиненное,2,5463424442,7578222252,0,0.0
сочиненные,3,5463424472,7578222242,0,0.0
сочиненным,2,5463424474,7578222247,0,0.0
сочинил,8,5463433,7578286,0,0.0
сочинителей,3,54634352323,75782882621,0,0.0
сочинитель,2,5463435238,7578288268,0,0.0
сочинителю,3,5463435238,7578288268,0,0.0
сочинителя,2,5463435238,7578288267,0,0.0
сочинить,4,54634358,75782888,0,0.0
сочиняет,2,54634825,75782728,0,0.0
сочинял,3,5463483,7578276,0,0.0
сочинять,4,54634858,75782788,0,0.0
сочиняют,2,54634885,75782788,0,0.0
сочится,3,5463558,7578877,0,0.0
сочла,4,54631,75764,0,0.0
сочли,9,54633,75768,0,0.0
сочная,3,546418,757247,0,0.0
сочно,4,54644,75725,0,0.0
сочной,2,546443,757251,0,0.0
сочные,4,546472,757242,0,0.0
сочный,2,546473,757241,0,0.0
сочным,2,546474,757247,0,0.0
сочтемся,2,54652458,75782777,0,0.0
сочтены,2,5465247,7578224,0,0.0
сочтет,4,546525,757828,0,0.0
сочтете,2,5465252,7578282,0,0.0
сочтут,2,546555,757818,0,0.0
сочтя,4,54658,75787,0,0.0
сочувственно,2,546515512444,757147842225,0,0.0
сочувствие,16,5465155132,7571478482,0,0.0
сочувствием,8,54651551324,75714784827,0,0.0
сочувствии,2,5465155133,7571478488,0,0.0
сочувствия,11,5465155138,7571478487,0,0.0
сочувствовал,5,546515514113,757147845446,0,0.0
сочувствовала,3,5465155141131,7571478454464,0,0.0
сочувствовать,3,5465155141158,7571478454488,0,0.0
сочувствует,3,54651551525,75714784128,0,0.0
сочувствую,2,5465155158,7571478418,0,0.0
сочувствуют,2,54651551585,75714784188,0,0.0
сочувствующего,2,54651551587214,75714784183225,0,0.0
сош,2,547,753,0,0.0
сошедшейся,2,5472272358,7532632177,0,0.0
сошел,23,54723,75326,0,0.0
сошелся,9,5472358,7532677,0,0.0
сошками,2,5473143,7531478,0,0.0
сошла,5,54731,75364,0,0.0
сошлась,6,5473158,7536478,0,0.0
сошли,15,54733,75368,0,0.0
сошлись,20,5473358,7536878,0,0.0
сошло,5,54734,75365,0,0.0
сошлось,2,5473458,7536578,0,0.0
союз,42,5482,7583,27,0.6428571428571429
союза,32,54821,75834,24,0.75
союзах,2,548216,758343,0,0.0
союзе,27,54822,75832,16,0.5925925925925926
союзник,2,5482433,7583281,0,0.0
союзника,3,54824331,75832814,0,0.0
союзники,14,54824333,75832818,0,0.0
союзников,4,548243341,758328154,0,0.0
союзные,2,5482472,7583242,0,0.0
союзных,2,5482476,7583243,0,0.0
союзов,4,548241,758354,0,0.0
союзом,4,548244,758357,3,0.75
союзу,3,54825,75831,0,0.0
союзы,2,54827,75834,0,0.0
сп,13,54,75,0,0.0
спавшего,4,54117214,75443225,0,0.0
спавший,4,5411733,7544381,0,0.0
спада,3,54121,75464,0,0.0
спадает,2,5412125,7546428,0,0.0
спадет,2,541225,754628,0,0.0
спаджии,8,5412233,7546688,0,0.0
спаджий,3,5412233,7546681,0,0.0
спаджиям,2,54122384,75466877,0,0.0
спазм,2,54124,75437,0,0.0
спаивания,2,541311438,754844287,0,0.0
спал,80,5413,7546,0,0.0
спала,34,54131,75464,0,0.0
спали,30,54133,75468,0,0.0
спало,2,54134,75465,0,0.0
спалось,2,5413458,7546578,1,0.5
спальне,15,5413842,7546822,0,0.0
спальней,2,54138423,75468221,0,0.0
спальни,15,5413843,7546828,0,0.0
спальное,2,54138442,75468252,0,0.0
спальной,2,54138443,75468251,0,0.0
спальню,21,5413848,7546828,0,0.0
спас,21,5415,7547,0,0.0
спасает,9,5415125,7547428,0,0.0
спасается,4,541512558,754742877,1,0.25
спасал,6,541513,754746,0,0.0
спасалась,2,541513158,754746478,0,0.0
спасали,2,5415133,7547468,0,0.0
спасателей,2,5415152323,7547482621,0,0.0
спасать,9,5415158,7547488,0,0.0
спасаться,4,541515858,754748877,0,0.0
спасая,6,541518,754747,0,0.0
спасаясь,2,54151858,75474778,0,0.0
спасе,3,54152,75472,0,0.0
спасен,5,541524,754722,0,0.0
спасена,4,5415241,7547224,2,0.5
спасение,30,54152432,75472282,0,0.0
спасением,2,541524324,754722827,0,0.0
спасении,8,54152433,75472288,0,0.0
спасению,2,54152438,75472288,0,0.0
спасения,25,54152438,75472287,0,0.0
спасенной,2,541524443,754722251,0,0.0
спасенным,2,541524474,754722247,0,0.0
спасены,2,5415247,7547224,0,0.0
спасенье,9,54152482,75472282,0,0.0
спасенья,2,54152488,75472287,0,0.0
спасет,5,541525,754728,0,0.0
спаси,9,54153,75478,2,0.2222222222222222
спасибо,83,5415314,7547885,22,0.26506024096385544
спасителем,3,5415352324,7547882627,0,0.0
спаситель,8,541535238,754788268,1,0.125
спасительное,2,541535238442,754788268252,0,0.0
спасительному,4,5415352384445,7547882682571,0,0.0
спасительность,4,54153523844558,75478826825788,0,0.0
спасительную,3,541535238458,754788268218,0,0.0
спасительный,2,541535238473,754788268241,0,0.0
спасительным,3,541535238474,754788268247,0,0.0
спасителя,10,541535238,754788267,4,0.4
спасла,2,541531,754764,0,0.0
спаслась,2,54153158,75476478,0,0.0
спасли,14,541533,754768,0,0.0
спасло,9,541534,754765,1,0.1111111111111111
спасти,47,541553,754788,0,0.0
спастись,16,54155358,75478878,0,0.0
спасу,2,54155,75471,0,0.0
спасшее,2,5415722,7547322,0,0.0
спать,123,54158,75488,3,0.024390243902439025
спб,16,541,758,0,0.0
спектакле,2,542351332,752184162,0,0.0
спектакли,3,542351333,752184168,0,0.0
спектакль,4,542351338,752184168,0,0.0
спектакля,6,542351338,752184167,0,0.0
спектр,8,542355,752185,1,0.125
спектра,11,5423551,7521854,0,0.0
спектральные,2,542355138472,752185468242,0,0.0
спектре,2,5423552,7521852,0,0.0
спектром,8,54235544,75218557,0,0.0
спектрофотометр,3,542355464544255,752185545857285,0,0.0
спектру,3,5423555,7521851,0,0.0
спекуляции,2,5423538633,7521167188,0,0.0
спел,3,5423,7526,0,0.0
спели,2,54233,75268,0,0.0
спелой,2,542343,752651,0,0.0
спенсера,11,54245251,75227254,11,1.0
сперанский,39,5425145333,7525427181,23,0.5897435897435898
сперанским,5,5425145334,7525427187,5,1.0
сперанского,29,54251453414,75254271525,20,0.6896551724137931
сперанском,5,5425145344,7525427157,3,0.6
сперанскому,7,54251453445,75254271571,3,0.42857142857142855
сперва,49,542511,752544,3,0.061224489795918366
спереди,16,5425223,7525268,0,0.0
спесь,2,54258,75278,0,0.0
спеть,7,54258,75288,0,0.0
спец,2,5426,7521,0,0.0
специализация,7,5426313321638,7521846834187,0,0.0
специализированные,2,542631332354114472,752184683855442242,0,0.0
специализированными,2,5426313323541144743,7521846838554422478,0,0.0
специализирующихся,2,542631332355873658,752184683851838377,0,0.0
специалист,17,5426313355,7521846878,0,0.0
специалиста,4,54263133551,75218468784,1,0.25
специалистам,5,542631335514,752184687847,0,0.0
специалистами,5,5426313355143,7521846878478,0,0.0
специалистов,19,542631335541,752184687854,0,0.0
специалистом,2,542631335544,752184687857,0,0.0
специалисту,2,54263133555,75218468781,0,0.0
специалисты,10,54263133557,75218468784,0,0.0
специальная,7,54263138418,75218468247,0,0.0
специально,33,5426313844,7521846825,0,0.0
специального,12,542631384414,752184682525,0,0.0
специальное,4,54263138442,75218468252,0,0.0
специальной,16,54263138443,75218468251,2,0.125
специальном,5,54263138444,75218468257,0,0.0
специальности,7,5426313844553,7521846825788,0,0.0
специальность,9,5426313844558,7521846825788,0,0.0
специальную,5,54263138458,75218468218,0,0.0
специальные,47,54263138472,75218468242,2,0.0425531914893617
специальный,15,54263138473,75218468241,0,0.0
специальным,11,54263138474,75218468247,0,0.0
специальными,7,542631384743,752184682478,0,0.0
специальных,39,54263138476,75218468243,0,0.0
специфика,12,542636331,752184814,0,0.0
спецификации,4,542636331633,752184814188,0,0.0
специфике,2,542636332,752184812,0,0.0
специфики,2,542636333,752184818,0,0.0
специфику,5,542636335,752184811,0,0.0
специфическая,2,5426363625318,7521848727147,0,0.0
специфические,10,5426363625332,7521848727182,1,0.1
специфический,2,5426363625333,7521848727181,0,0.0
специфическим,6,5426363625334,7521848727187,0,0.0
специфическими,2,54263636253343,75218487271878,0,0.0
специфических,5,5426363625336,7521848727183,0,0.0
специфического,2,54263636253414,75218487271525,0,0.0
специфическое,3,5426363625342,7521848727152,0,0.0
специфической,3,5426363625343,7521848727151,0,0.0
спецов,2,542641,752154,0,0.0
спецслужб,3,542653521,752176168,0,0.0
спеша,17,54271,75234,0,0.0
спешат,5,542715,752348,0,0.0
спешащего,2,542717214,752343225,0,0.0
спешенных,2,542724476,752322243,0,0.0
спеши,2,54273,75238,0,0.0
спешившие,2,542731732,752384382,0,0.0
спешившиеся,2,54273173258,75238438277,0,0.0
спешил,9,542733,752386,0,0.0
спешила,4,5427331,7523864,0,0.0
спешили,4,5427333,7523868,0,0.0
спешит,7,542735,752388,0,0.0
спешите,3,5427352,7523882,0,0.0
спешить,10,5427358,7523888,0,0.0
спешке,5,542732,752312,0,0.0
спешки,2,542733,752318,0,0.0
спешно,3,542744,752325,0,0.0
спешу,3,54275,75231,0,0.0
спи,2,543,758,0,0.0
спим,4,5434,7587,0,0.0
спин,8,5434,7582,0,0.0
спина,10,54341,75824,0,0.0
спинам,2,543414,758247,0,0.0
спинами,3,5434143,7582478,0,0.0
спинах,3,543416,758243,0,0.0
спине,68,54342,75822,0,0.0
спинка,4,543431,758214,0,0.0
спинками,9,54343143,75821478,0,0.0
спинке,3,543432,758212,0,0.0
спинкой,3,5434343,7582151,0,0.0
спинку,20,543435,758211,0,0.0
спиннинг,3,54344341,75822822,0,0.0
спинного,2,54344414,75822525,0,0.0
спинозу,3,5434425,7582531,3,1.0
спиной,46,543443,758251,0,0.0
спиною,6,543448,758258,0,0.0
спинрэд,2,5434582,7582566,2,1.0
спину,55,54345,75821,2,0.03636363636363636
спины,26,54347,75824,0,0.0
спирали,5,5435133,7585468,0,0.0
спираль,5,5435138,7585468,1,0.2
спиральные,7,5435138472,7585468242,0,0.0
спиральных,7,5435138476,7585468243,0,0.0
спиридонов,5,5435324441,7585865254,5,1.0
спиридоновым,2,543532444174,758586525447,2,1.0
спиритизмом,2,54353532444,75858883757,0,0.0
спирт,13,54355,75858,1,0.07692307692307693
спирта,28,543551,758584,0,0.0
спирте,2,543552,758582,0,0.0
спиртное,5,54355442,75858252,0,0.0
спиртным,2,54355474,75858247,1,0.5
спиртных,2,54355476,75858243,0,0.0
спиртов,2,5435541,7585854,0,0.0
спиртового,2,5435541414,7585854525,0,0.0
спиртовым,2,543554174,758585447,0,0.0
спиртом,4,5435544,7585857,0,0.0
спирту,2,543555,758581,0,0.0
спирты,3,543557,758584,2,0.6666666666666666
списали,5,5435133,7587468,0,0.0
списка,18,543531,758714,0,0.0
списках,5,5435316,7587143,0,0.0
списке,11,543532,758712,0,0.0
списки,7,543533,758718,1,0.14285714285714285
списков,6,5435341,7587154,0,0.0
списком,2,5435344,7587157,0,0.0
списку,8,543535,758711,0,0.0
список,47,543543,758751,8,0.1702127659574468
списывал,2,54357113,75874446,0,0.0
списывали,2,543571133,758744468,0,0.0
списыванием,3,54357114324,75874442827,0,0.0
списывать,2,543571158,758744488,0,0.0
спит,37,5435,7588,1,0.02702702702702703
спите,7,54352,75882,0,0.0
спится,4,543558,758877,0,0.0
спиц,2,5436,7581,0,0.0
спицами,2,5436143,7581478,0,0.0
спицах,2,543616,758143,0,0.0
спицы,2,54367,75814,0,0.0
спич,2,5436,7587,0,0.0
спички,4,543633,758718,0,0.0
спичку,4,543635,758711,0,0.0
спишь,5,54378,75838,0,0.0
сплав,6,54311,75644,0,0.0
спланировать,2,543143541158,756428554488,0,0.0
сплелись,2,54323358,75626878,0,0.0
сплетает,2,54325125,75628428,0,0.0
сплетена,2,54325241,75628224,0,0.0
сплетение,4,543252432,756282282,1,0.25
сплетне,2,5432542,7562822,0,0.0
сплетней,2,54325423,75628221,0,0.0
сплетни,6,5432543,7562828,0,0.0
сплетня,2,5432548,7562827,0,0.0
сплетнями,3,543254843,756282778,0,0.0
сплетнях,2,54325486,75628273,0,0.0
сплеча,2,543261,756274,0,0.0
сплочавшему,2,54346117245,75657443271,0,0.0
сплоченной,2,5434624443,7565722251,0,0.0
сплошная,9,54347418,75653247,0,0.0
сплошного,2,543474414,756532525,0,0.0
сплошное,6,54347442,75653252,0,0.0
сплошной,8,54347443,75653251,0,0.0
сплошные,6,54347472,75653242,0,0.0
сплошным,3,54347474,75653247,0,0.0
сплошных,2,54347476,75653243,0,0.0
сплошь,7,543478,756538,1,0.14285714285714285
сплю,4,5438,7568,0,0.0
сплюнул,2,5438453,7568216,0,0.0
спо,3,544,755,0,0.0
сподвижникам,2,544213243314,755648628147,0,0.0
спой,2,5443,7551,0,0.0
спок,5,5443,7551,0,0.0
спокоен,22,5443424,7551522,0,0.0
спокойна,17,54434341,75515124,0,0.0
спокойная,6,544343418,755151247,0,0.0
спокойнее,13,544343422,755151222,0,0.0
спокойно,167,54434344,75515125,0,0.0
спокойного,7,5443434414,7551512525,0,0.0
спокойное,18,544343442,755151252,0,0.0
спокойной,29,544343443,755151251,0,0.0
спокойном,7,544343444,755151257,0,0.0
спокойному,4,5443434445,7551512571,0,0.0
спокойною,4,544343448,755151258,0,0.0
спокойную,8,544343458,755151218,0,0.0
спокойны,10,54434347,75515124,0,0.0
спокойные,6,544343472,755151242,0,0.0
спокойный,20,544343473,755151241,0,0.0
спокойным,28,544343474,755151247,0,0.0
спокойными,6,5443434743,7551512478,0,0.0
спокойных,2,544343476,755151243,0,0.0
спокойствие,29,54434355132,75515178482,0,0.0
спокойствием,10,544343551324,755151784827,0,0.0
спокойствии,6,54434355133,75515178488,0,0.0
спокойствию,4,54434355138,75515178488,0,0.0
спокойствия,29,54434355138,75515178487,1,0.034482758620689655
сползла,2,5443231,7556364,0,0.0
сполна,3,544341,755624,0,0.0
сполох,2,544346,755653,0,0.0
сполохи,3,5443463,7556538,0,0.0
спольдинг,2,544382341,755686822,1,0.5
спонтанно,2,544451444,755284225,0,0.0
спонтанным,2,5444514474,7552842247,0,0.0
спор,26,5445,7555,1,0.038461538461538464
спора,18,54451,75554,0,0.0
спорами,3,5445143,7555478,0,0.0
спорах,4,544516,755543,0,0.0
споре,11,54452,75552,0,0.0
спорил,11,544533,755586,0,0.0
спорила,5,5445331,7555864,0,0.0
спорили,14,5445333,7555868,0,0.0
спорилось,3,544533458,755586578,0,0.0
спорим,3,544534,755587,0,0.0
спорит,7,544535,755588,0,0.0
спорите,2,5445352,7555882,0,0.0
спорить,23,5445358,7555888,0,0.0
спорная,2,5445418,7555247,0,0.0
спорного,2,54454414,75552525,0,0.0
спорное,4,5445442,7555252,2,0.5
спорной,5,5445443,7555251,0,0.0
спорную,3,5445458,7555218,0,0.0
спорны,2,544547,755524,0,0.0
спорные,2,5445472,7555242,0,0.0
спорный,3,5445473,7555241,0,0.0
споро,2,54454,75555,0,0.0
споров,14,544541,755554,0,0.0
спором,5,544544,755557,0,0.0
спорости,2,54454553,75555788,0,0.0
спорт,3,54455,75558,0,0.0
спорте,2,544552,755582,0,0.0
спортивках,2,5445531316,7555884143,0,0.0
спортивной,2,5445531443,7555884251,0,0.0
спортивные,2,5445531472,7555884242,0,0.0
спортивный,2,5445531473,7555884241,0,0.0
спортом,2,5445544,7555857,0,0.0
спортсмен,2,544555424,755587722,0,0.0
спору,4,54455,75551,0,0.0
спорщиком,3,544573344,755538157,0,0.0
споры,19,54457,75554,0,0.0
спорым,3,544574,755547,0,0.0
спорыми,2,5445743,7555478,0,0.0
спорых,2,544576,755543,0,0.0
спорю,3,54458,75558,0,0.0
споря,4,54458,75557,0,0.0
спорят,11,544585,755578,0,0.0
спорящие,2,54458732,75557382,0,0.0
способ,68,544541,755758,3,0.04411764705882353
способа,24,5445411,7557584,0,0.0
способам,2,54454114,75575847,0,0.0
способами,18,544541143,755758478,0,0.0
способах,5,54454116,75575843,0,0.0
способе,8,5445412,7557582,0,0.0
способен,37,54454124,75575822,0,0.0
способна,19,54454141,75575824,0,0.0
способная,7,544541418,755758247,0,0.0
способно,6,54454144,75575825,0,0.0
способного,7,5445414414,7557582525,0,0.0
способное,4,544541442,755758252,0,0.0
способной,4,544541443,755758251,0,0.0
способностей,19,544541445523,755758257821,0,0.0
способности,80,54454144553,75575825788,1,0.0125
способность,85,54454144558,75575825788,1,0.011764705882352941
способностью,44,544541445588,755758257888,0,0.0
способностям,4,544541445584,755758257877,0,0.0
способностями,13,5445414455843,7557582578778,0,0.0
способностях,6,544541445586,755758257873,0,0.0
способную,4,544541458,755758218,0,0.0
способны,35,54454147,75575824,0,0.0
способные,13,544541472,755758242,0,0.0
способный,9,544541473,755758241,0,0.0
способным,9,544541474,755758247,0,0.0
способными,6,5445414743,7557582478,0,0.0
способных,15,544541476,755758243,0,0.0
способов,13,54454141,75575854,0,0.0
способом,65,54454144,75575857,0,0.0
способствовал,3,5445415514113,7557587845446,0,0.0
способствовала,3,54454155141131,75575878454464,0,0.0
способствовали,4,54454155141133,75575878454468,0,0.0
способствовало,3,54454155141134,75575878454465,0,0.0
способствовать,9,54454155141158,75575878454488,0,0.0
способствует,14,544541551525,755758784128,0,0.0
способствуют,4,544541551585,755758784188,0,0.0
способствуя,2,54454155158,75575878417,0,0.0
способу,3,5445415,7557581,0,0.0
способы,26,5445417,7557584,0,0.0
споткнувшись,2,544534517358,755812143878,0,0.0
споткнулся,9,5445345358,7558121677,0,0.0
спотыкаясь,3,5445731858,7558414778,0,0.0
спотыкнулся,2,54457345358,75584121677,0,0.0
справа,58,545111,755444,0,0.0
справедлив,2,5451122331,7554426684,0,0.0
справедлива,2,54511223311,75544266844,0,0.0
справедливее,2,545112233122,755442668422,0,0.0
справедливейшего,2,5451122331237214,7554426684213225,0,0.0
справедливо,57,54511223314,75544266845,0,0.0
справедливого,2,5451122331414,7554426684525,0,0.0
справедливое,3,545112233142,755442668452,1,0.3333333333333333
справедливой,3,545112233143,755442668451,0,0.0
справедливости,32,54511223314553,75544266845788,1,0.03125
справедливость,42,54511223314558,75544266845788,1,0.023809523809523808
справедливостью,2,545112233145588,755442668457888,0,0.0
справедливую,2,545112233158,755442668418,0,0.0
справедливы,5,54511223317,75544266844,0,0.0
справедливый,2,545112233173,755442668441,0,0.0
справедливым,10,545112233174,755442668447,0,0.0
справившись,3,54511317358,75544843878,1,0.3333333333333333
справилась,3,5451133158,7554486478,0,0.0
справились,3,5451133358,7554486878,0,0.0
справился,11,545113358,755448677,0,0.0
справимся,2,545113458,755448777,0,0.0
справится,4,545113558,755448877,0,0.0
справиться,23,5451135858,7554488877,0,0.0
справка,2,5451131,7554414,0,0.0
справке,2,5451132,7554412,0,0.0
справки,5,5451133,7554418,0,0.0
справлюсь,3,545113858,755446878,0,0.0
справляется,3,54511382558,75544672877,0,0.0
справлялись,2,54511383358,75544676878,0,0.0
справлялся,2,5451138358,7554467677,0,0.0
справляться,12,54511385858,75544678877,0,0.0
справляются,3,54511388558,75544678877,0,0.0
справляясь,3,5451138858,7554467778,0,0.0
справный,2,54511473,75544241,0,0.0
спрашивавшего,2,5451731117214,7554384443225,0,0.0
спрашиваем,2,5451731124,7554384427,0,0.0
спрашивает,34,5451731125,7554384428,0,0.0
спрашиваете,11,54517311252,75543844282,3,0.2727272727272727
спрашивается,2,545173112558,755438442877,0,0.0
спрашиваешь,6,54517311278,75543844238,0,0.0
спрашивай,3,545173113,755438441,0,0.0
спрашивайте,6,54517311352,75543844182,0,0.0
спрашивал,125,545173113,755438446,0,0.0
спрашивала,44,5451731131,7554384464,0,0.0
спрашивали,27,5451731133,7554384468,0,0.0
спрашивать,65,5451731158,7554384488,0,0.0
спрашиваю,38,545173118,755438448,1,0.02631578947368421
спрашивают,14,5451731185,7554384488,1,0.07142857142857142
спрашивая,55,545173118,755438447,0,0.0
спрашиваясь,2,54517311858,75543844778,0,0.0
спрессованного,2,54525541144414,75527754422525,0,0.0
спринглторп,2,54534135454,75582268555,2,1.0
спроектирован,2,5454235354114,7555218855442,0,0.0
спроектированные,2,5454235354114472,7555218855442242,0,0.0
спроектировать,7,54542353541158,75552188554488,0,0.0
спрос,10,54545,75557,0,0.0
спроси,11,545453,755578,2,0.18181818181818182
спросив,4,5454531,7555784,0,0.0
спросил,648,5454533,7555786,0,0.0
спросила,164,54545331,75557864,0,0.0
спросили,12,54545333,75557868,0,0.0
спросит,12,5454535,7555788,0,0.0
спросите,14,54545352,75557882,1,0.07142857142857142
спросить,79,54545358,75557888,1,0.012658227848101266
спросишь,4,54545378,75557838,0,0.0
спросонков,3,5454544341,7555752154,0,0.0
спросонья,3,545454488,755575287,0,0.0
спросят,5,5454585,7555778,0,0.0
спрошены,2,54547247,75553224,0,0.0
спрошу,10,545475,755531,1,0.1
спрыгнул,7,54571453,75542216,0,0.0
спрятав,3,5458511,7557844,0,0.0
спрятавший,2,5458511733,7557844381,0,0.0
спрятавшись,2,54585117358,75578443878,0,0.0
спрятал,15,5458513,7557846,0,0.0
спрятала,11,54585131,75578464,0,0.0
спряталась,5,5458513158,7557846478,0,0.0
спрятались,3,5458513358,7557846878,0,0.0
спрятался,9,545851358,755784677,0,0.0
спрятана,2,54585141,75578424,0,0.0
спрятанной,2,5458514443,7557842251,0,0.0
спрятанные,3,5458514472,7557842242,0,0.0
спрятанный,3,5458514473,7557842241,0,0.0
спрятано,3,54585144,75578425,0,0.0
спрятать,8,54585158,75578488,0,0.0
спрятаться,7,5458515858,7557848877,0,0.0
спугнул,2,5451453,7512216,0,0.0
спуск,5,54553,75171,0,0.0
спуска,5,545531,751714,0,0.0
спускавший,2,5455311733,7517144381,0,0.0
спускаемся,4,5455312458,7517142777,1,0.25
спускаете,2,545531252,751714282,0,0.0
