Word,Frequency,Abc Hash,Qwerty Hash,As name
bathhouse,6,117335762,842553241,0,0.0
bathilda,76,11733421,84253644,65,0.8552631578947368
bathing,28,1173353,8425385,0,0.0
bathmat,2,1173517,8425842,0,0.0
bathrobe,11,11736512,84252381,0,0.0
bathrobes,4,117365126,842523814,0,0.0
bathroom,438,11736555,84252338,3,0.00684931506849315
bathrooms,20,117365556,842523384,0,0.0
baths,14,11736,84254,2,0.14285714285714285
bathsheba,4,117363211,842545184,4,1.0
bathtub,7,1173771,8425228,0,0.0
batlike,10,1174342,8426361,0,0.0
batman,40,117515,842848,12,0.3
baton,13,11755,84238,0,0.0
bats,82,1176,8424,1,0.012195121951219513
battalion,8,117714355,842246338,2,0.25
battalions,3,1177143556,8422463384,0,0.0
batted,19,117722,842214,0,0.0
batten,6,117725,842218,0,0.0
battening,2,117725353,842218385,0,0.0
batter,5,117726,842212,0,0.0
battered,125,11772622,84221214,0,0.0
batteries,11,117726326,842212314,0,0.0
battering,10,117726353,842212385,0,0.0
battery,17,1177268,8422122,0,0.0
batting,13,1177353,8422385,0,0.0
battle,277,117742,842261,7,0.02527075812274368
battled,2,1177422,8422614,0,0.0
battlefield,13,11774223242,84226153164,0,0.0
battlefields,5,117742232426,842261531644,0,0.0
battleground,2,117742365752,842261523284,0,0.0
battlement,9,1177425257,8422618182,0,0.0
battlements,13,11774252576,84226181824,0,0.0
battles,18,1177426,8422614,0,0.0
battleship,2,1177426336,8422614533,0,0.0
battling,17,11774353,84226385,0,0.0
batty,12,11778,84222,1,0.08333333333333333
bauble,7,117142,842861,0,0.0
baubles,14,1171426,8428614,0,0.0
bawden,28,118225,841418,28,1.0
bawl,8,1184,8416,0,0.0
bawled,12,118422,841614,0,0.0
bawling,21,1184353,8416385,0,0.0
baxter,6,118726,847212,6,1.0
bay,331,118,842,24,0.07250755287009064
bayard,4,118162,842424,4,1.0
baying,6,118353,842385,0,0.0
bayonet,7,1185527,8423812,0,0.0
bayonets,3,11855276,84238124,0,0.0
bays,16,1186,8424,0,0.0
bayswater,2,118681726,842414212,2,1.0
baywatch,6,11881713,84214275,2,0.3333333333333333
baz,262,118,847,184,0.7022900763358778
bazaar,2,118116,847442,0,0.0
bazil,2,11834,84736,2,1.0
bbc,7,111,887,0,0.0
bd,25,12,84,0,0.0
be,29670,12,81,34,0.0011459386585776878
bea,4,121,814,2,0.5
beable,3,121142,814861,0,0.0
beach,81,12113,81475,4,0.04938271604938271
beaches,2,1211326,8147514,0,0.0
beacon,15,121155,814738,0,0.0
beaconlike,2,1211554342,8147386361,0,0.0
beacons,4,1211556,8147384,0,0.0
bead,15,1212,8144,0,0.0
beaded,44,121222,814414,0,0.0
beadily,10,1212348,8144362,0,0.0
beading,5,1212353,8144385,0,0.0
beadle,2,121242,814461,2,1.0
beads,61,12126,81444,2,0.03278688524590164
beady,27,12128,81442,0,0.0
beak,86,1214,8146,0,0.0
beaked,2,121422,814614,0,0.0
beaker,4,121426,814612,0,0.0
beakers,4,1214266,8146124,0,0.0
beaks,5,12146,81464,0,0.0
beaky,13,12148,81462,2,0.15384615384615385
beale,4,12142,81461,3,0.75
beallowed,2,121445822,814663114,0,0.0
beam,162,1215,8148,0,0.0
beamed,106,121522,814814,0,0.0
beaming,184,1215353,8148385,0,0.0
beams,42,12156,81484,0,0.0
bean,29,1215,8148,4,0.13793103448275862
beanbag,2,1215113,8148845,0,0.0
beanie,2,121532,814831,0,0.0
beans,55,12156,81484,20,0.36363636363636365
beanstalk,3,121567144,814842466,2,0.6666666666666666
bear,362,1216,8142,4,0.011049723756906077
bearable,12,12161142,81424861,0,0.0
bearbait,24,12161137,81428432,17,0.7083333333333334
beard,322,12162,81424,0,0.0
bearded,84,1216222,8142414,2,0.023809523809523808
beardless,9,121624266,814246144,0,0.0
beards,7,121626,814244,0,0.0
bearer,17,121626,814212,0,0.0
bearers,12,1216266,8142124,1,0.08333333333333333
beargrass,10,121636166,814252444,10,1.0
bearing,210,1216353,8142385,0,0.0
bearings,10,12163536,81423854,0,0.0
bearlike,4,12164342,81426361,0,0.0
bearnaise,2,121651362,814284341,0,0.0
bears,54,12166,81424,4,0.07407407407407407
bearsford,19,121662562,814245324,19,1.0
bearskin,4,12166435,81424638,0,0.0
beason,5,121655,814438,5,1.0
beast,186,12167,81442,12,0.06451612903225806
beastie,3,1216732,8144231,0,0.0
beasties,2,12167326,81442314,0,0.0
beastly,4,1216748,8144262,0,0.0
beasts,120,121676,814424,24,0.2
beat,349,1217,8142,1,0.0028653295128939827
beaten,124,121725,814218,0,0.0
beater,18,121726,814212,18,1.0
beaters,42,1217266,8142124,42,1.0
beatific,4,12173231,81423537,0,0.0
beating,163,1217353,8142385,0,0.0
beatings,5,12173536,81423854,0,0.0
beatles,3,1217426,8142614,3,1.0
beatrice,48,12176312,81422371,33,0.6875
beats,35,12176,81424,0,0.0
beatty,4,121778,814222,2,0.5
beau,8,1217,8142,1,0.125
beauchene,10,121713252,814275181,10,1.0
beaumont,10,12175557,81428382,6,0.6
beauties,17,12177326,81422314,2,0.11764705882352941
beautiful,636,121773274,814223526,3,0.0047169811320754715
beautifully,36,12177327448,81422352662,0,0.0
beauty,191,121778,814222,2,0.010471204188481676
beauxbatons,57,12178117556,81427842384,54,0.9473684210526315
beaver,14,121726,814812,10,0.7142857142857143
beaverskin,6,1217266435,8148124638,0,0.0
bebillions,2,1213443556,8183663384,0,0.0
bebrave,2,1216172,8182481,0,0.0
became,880,121152,817481,0,0.0
because,4651,1211762,8174241,209,0.0449365727800473
becausehe,3,121176232,817424151,0,0.0
becausei,2,12117623,81742413,0,0.0
becausewe,2,121176282,817424111,0,0.0
becher,6,121326,817512,0,0.0
beck,2,1214,8176,0,0.0
beckenham,10,121425315,817618548,10,1.0
becker,6,121426,817612,6,1.0
beckon,4,121455,817638,0,0.0
beckoned,64,12145522,81763814,0,0.0
beckoning,26,121455353,817638385,0,0.0
become,790,121552,817381,1,0.0012658227848101266
becomes,105,1215526,8173814,0,0.0
becoming,225,12155353,81738385,0,0.0
becomingly,2,1215535348,8173838562,0,0.0
bed,1898,122,814,2,0.001053740779768177
bedazzled,2,122188422,814477614,0,0.0
bedbug,3,122173,814825,0,0.0
bedbugs,5,1221736,8148254,0,0.0
bedchamber,15,1221315126,8147548812,0,0.0
bedclothes,11,1221457326,8147632514,0,0.0
bedcovers,3,122157266,814738124,0,0.0
bedded,12,122222,814414,0,0.0
bedder,2,122226,814412,0,0.0
bedding,23,1222353,8144385,0,0.0
beddington,4,1222353755,8144385238,4,1.0
beddoes,24,1222526,8144314,16,0.6666666666666666
bedecked,3,12221422,81417614,0,0.0
bedestined,2,1222673522,8141423814,0,0.0
bedlam,3,122415,814648,1,0.3333333333333333
bedogging,2,122533353,814355385,0,0.0
bedpans,2,1226156,8143484,0,0.0
bedpost,4,1226567,8143342,0,0.0
bedraggled,16,1226133422,8142455614,0,0.0
bedridden,2,122632225,814234418,0,0.0
bedrock,5,1226514,8142376,0,0.0
bedroll,144,1226544,8142366,2,0.013888888888888888
bedrolls,38,12265446,81423664,0,0.0
bedroom,547,1226555,8142338,3,0.005484460694698354
bedrooms,33,12265556,81423384,0,0.0
beds,119,1226,8144,0,0.0
bedsheet,2,12263227,81445112,0,0.0
bedside,107,1226322,8144341,0,0.0
bedsit,2,122637,814432,0,0.0
bedspread,12,122666212,814432144,0,0.0
bedsprings,4,1226663536,8144323854,1,0.25
bedstead,5,12267212,81442144,0,0.0
bedsteads,3,122672126,814421444,0,0.0
bedtime,38,1227352,8142381,0,0.0
bee,20,122,811,1,0.05
beech,27,12213,81175,0,0.0
beecher,4,1221326,8117512,4,1.0
beeches,27,1221326,8117514,20,0.7407407407407407
beechwood,2,122138552,811751334,0,0.0
beedle,17,122242,811461,16,0.9411764705882353
beef,50,1222,8115,1,0.02
beefed,4,122222,811514,0,0.0
beefsteak,2,122267214,811542146,2,1.0
beefy,7,12228,81152,0,0.0
beehive,6,1223372,8115381,0,0.0
beehives,4,12233726,81153814,0,0.0
beeline,8,1224352,8116381,0,0.0
been,16669,1225,8118,7,0.00041994120823084767
beena,2,12251,81184,0,0.0
beenasleep,2,1225164226,8118446113,0,0.0
beenhe,2,122532,811851,0,0.0
beenher,2,1225326,8118512,0,0.0
beenin,2,122535,811838,0,0.0
beens,6,12256,81184,0,0.0
beenthrilled,2,122573634422,811825236614,0,0.0
beep,16,1226,8113,0,0.0
beeped,24,122622,811314,0,0.0
beeper,15,122626,811312,0,0.0
beeping,8,1226353,8113385,0,0.0
beeps,5,12266,81134,0,0.0
beer,196,1226,8112,6,0.030612244897959183
beers,24,12266,81124,0,0.0
bees,13,1226,8114,0,0.0
beeswax,13,1226818,8114147,0,0.0
beeswing,6,12268353,81141385,0,0.0
beet,3,1227,8112,0,0.0
beethoven,2,122735725,811253818,2,1.0
beetle,49,122742,811261,0,0.0
beetles,10,1227426,8112614,0,0.0
beetling,3,12274353,81126385,0,0.0
beets,3,12276,81124,0,0.0
befall,16,122144,815466,0,0.0
befallen,5,12214425,81546618,0,0.0
befell,3,122244,815166,0,0.0
befinished,2,1223536322,8153834514,0,0.0
befit,6,12237,81532,0,0.0
befits,7,122376,815324,0,0.0
befitted,4,12237722,81532214,0,0.0
befitting,11,122377353,815322385,0,0.0
before,7724,122562,815321,22,0.0028482651475919213
beforehand,18,1225623152,8153215484,0,0.0
befoul,2,122574,815326,0,0.0
befouled,4,12257422,81532614,0,0.0
befriend,5,12263252,81523184,0,0.0
befriended,2,1226325222,8152318414,0,0.0
befuddle,2,12272242,81524461,2,1.0
befuddled,4,122722422,815244614,0,0.0
befuddlement,5,122722425257,815244618182,4,0.8
beg,243,123,815,0,0.0
began,2262,12315,81548,2,0.0008841732979664014
beget,2,12327,81512,0,0.0
begetting,2,123277353,815122385,0,0.0
beggar,18,123316,815542,1,0.05555555555555555
beggarly,3,12331648,81554262,0,0.0
beggarman,2,123316515,815542848,0,0.0
beggars,4,1233166,8155424,0,0.0
beggary,2,1233168,8155422,0,0.0
begged,88,123322,815514,0,0.0
begging,61,1233353,8155385,0,0.0
begin,316,12335,81538,0,0.0
beginner,8,12335526,81538812,1,0.125
beginners,13,123355266,815388124,10,0.7692307692307693
beginning,411,123355353,815388385,0,0.0
beginnings,23,1233553536,8153883854,0,0.0
begins,45,123356,815384,0,0.0
begley,4,123428,815612,4,1.0
begone,3,123552,815381,0,0.0
begonias,4,12355316,81538344,0,0.0
begrudge,13,12367232,81522451,0,0.0
begrudging,2,1236723353,8152245385,0,0.0
begs,10,1236,8154,0,0.0
beguile,12,1237342,8152361,0,0.0
beguiled,50,12373422,81523614,0,0.0
beguilement,34,12373425257,81523618182,1,0.029411764705882353
beguiling,8,123734353,815236385,0,0.0
beguilingly,2,12373435348,81523638562,0,0.0
begun,152,12375,81528,0,0.0
beh,2,123,815,0,0.0
behalf,78,123142,815465,0,0.0
behanded,3,12315222,81548414,0,0.0
behave,49,123172,815481,1,0.02040816326530612
behaved,26,1231722,8154814,0,0.0
behaves,4,1231726,8154814,0,0.0
behaving,17,12317353,81548385,0,0.0
behavior,112,12317356,81548332,1,0.008928571428571428
behaviour,31,123173576,815483322,0,0.0
behead,2,123212,815144,0,0.0
beheaded,8,12321222,81514414,0,0.0
beheading,11,123212353,815144385,0,0.0
behere,2,123262,815121,0,0.0
behest,3,123267,815142,0,0.0
behim,3,12335,81538,0,0.0
behind,3622,123352,815384,4,0.0011043622308117063
behindthe,3,123352732,815384251,0,0.0
behold,11,123542,815364,0,0.0
beholden,3,12354225,81536418,0,0.0
beholder,2,12354226,81536412,0,0.0
beige,21,12332,81351,0,0.0
beijing,3,1234353,8136385,3,1.0
bein,20,1235,8138,0,0.0
being,3228,12353,81385,23,0.007125154894671623
beingnice,2,123535312,813858371,0,0.0
beingnoble,2,1235355142,8138583861,0,0.0
beingpushed,3,12353676322,81385324514,0,0.0
beings,39,123536,813854,0,0.0
beit,2,1237,8132,0,0.0
bel,686,124,816,529,0.7711370262390671
belated,30,1241722,8164214,0,0.0
belatedly,67,124172248,816421462,2,0.029850746268656716
belay,2,12418,81642,0,0.0
belby,26,12418,81682,20,0.7692307692307693
belch,20,12413,81675,1,0.05
belchamber,4,1241315126,8167548812,1,0.25
belched,7,1241322,8167514,0,0.0
belcher,2,1241326,8167512,2,1.0
belching,7,12413353,81675385,0,0.0
beleaguered,10,12421372622,81614521214,0,0.0
belgian,5,1243315,8165348,5,1.0
belgravia,2,124361731,816524834,2,1.0
belied,7,124322,816314,0,0.0
belief,83,124322,816315,0,0.0
beliefs,12,1243226,8163154,1,0.08333333333333333
believable,10,1243271142,8163184861,0,0.0
believe,2139,1243272,8163181,13,0.006077606358111267
believed,303,12432722,81631814,0,0.0
believer,5,12432726,81631812,0,0.0
believers,5,124327266,816318124,0,0.0
believes,51,12432726,81631814,0,0.0
believeshim,2,12432726335,81631814538,0,0.0
believeth,2,124327273,816318125,0,0.0
believeyou,2,1243272857,8163181232,0,0.0
believing,49,124327353,816318385,0,0.0
belike,14,124342,816361,0,0.0
bell,391,1244,8166,72,0.18414322250639387
bella,30,12441,81664,20,0.6666666666666666
bellamy,18,1244158,8166482,16,0.8888888888888888
bellas,2,124416,816644,0,0.0
bellatrix,300,124417638,816642237,247,0.8233333333333334
bellchapel,54,1244131624,8166754316,50,0.9259259259259259
belle,3,12442,81661,0,0.0
belled,2,124422,816614,0,0.0
bellied,9,1244322,8166314,0,0.0
bellies,8,1244326,8166314,0,0.0
belligerent,4,12443326257,81663512182,0,0.0
belligerently,2,1244332625748,8166351218262,0,0.0
bellinger,7,124435326,816638512,7,1.0
bellow,30,124458,816631,0,0.0
bellowed,223,12445822,81663114,0,0.0
bellowing,30,124458353,816631385,0,0.0
bellows,29,1244586,8166314,0,0.0
bells,23,12446,81664,0,0.0
belly,307,12448,81662,0,0.0
bellyaching,2,12448113353,81662475385,0,0.0
bellybutton,3,12448177755,81662822238,0,0.0
belong,100,124553,816385,1,0.01
belonged,104,12455322,81638514,0,0.0
belonging,28,124553353,816385385,0,0.0
belongings,19,1245533536,8163853854,0,0.0
belongs,69,1245536,8163854,0,0.0
beloved,58,1245722,8163814,1,0.017241379310344827
below,707,12458,81631,4,0.005657708628005658
belowstairs,5,12458671366,81631424324,0,0.0
belt,218,1247,8162,3,0.013761467889908258
belted,13,124722,816214,0,0.0
belting,2,1247353,8162385,0,0.0
belts,22,12476,81624,0,0.0
belushi,2,1247633,8162453,2,1.0
belying,2,1248353,8162385,0,0.0
bemoaned,2,12551522,81834814,0,0.0
bemoaning,2,125515353,818348385,0,0.0
bemused,89,1257622,8182414,0,0.0
bemusedly,21,125762248,818241462,0,0.0
bemusement,38,1257625257,8182418182,0,0.0
ben,219,125,818,187,0.8538812785388128
benar,4,12516,81842,4,1.0
bench,268,12513,81875,2,0.007462686567164179
benches,97,1251326,8187514,0,0.0
bend,140,1252,8184,33,0.2357142857142857
bendel,2,125224,818416,2,1.0
bending,124,1252353,8184385,0,0.0
bends,18,12526,81844,11,0.6111111111111112
bendy,5,12528,81842,0,0.0
benearly,2,12521648,81814262,0,0.0
beneath,809,1252173,8181425,0,0.0
benediction,4,12522317355,81814372338,0,0.0
benefactor,9,1252211756,8181547232,0,0.0
beneficent,2,1252231257,8181537182,0,0.0
beneficial,9,1252231314,8181537346,0,0.0
benefit,109,1252237,8181532,1,0.009174311926605505
benefited,4,125223722,818153214,0,0.0
benefiting,2,1252237353,8181532385,0,0.0
benefits,31,12522376,81815324,1,0.03225806451612903
beneforte,239,125225672,818153221,234,0.9790794979079498
benello,17,1252445,8181663,17,1.0
benevolence,4,12527542512,81818361871,0,0.0
benevolent,10,1252754257,8181836182,0,0.0
benevolently,3,125275425748,818183618262,0,0.0
bengal,3,125314,818546,3,1.0
bengalore,2,125314562,818546321,2,1.0
beni,2,1253,8183,2,1.0
benighted,17,125333722,818355214,0,0.0
benign,31,125335,818358,0,0.0
benignly,20,12533548,81835862,0,0.0
benin,212,12535,81838,171,0.8066037735849056
benjamin,4,12541535,81864838,1,0.25
benji,5,12543,81863,5,1.0
benjy,5,12548,81862,1,0.2
bennett,39,1255277,8188122,13,0.3333333333333333
benny,3,12558,81882,3,1.0
benson,5,125655,818438,5,1.0
bent,680,1257,8182,0,0.0
bentinck,2,12573514,81823876,2,1.0
bentley,2,1257428,8182612,2,1.0
benumbed,2,12575122,81828814,0,0.0
beppo,12,12665,81333,11,0.9166666666666666
beproud,3,1266572,8132324,0,0.0
bequeath,2,12672173,81121425,0,0.0
bequeathed,8,1267217322,8112142514,0,0.0
bequest,6,1267267,8112142,0,0.0
berating,4,12617353,81242385,0,0.0
bereaved,11,12621722,81214814,0,0.0
bereavement,9,12621725257,81214818182,0,0.0
bereft,18,126227,812152,0,0.0
beresponsible,2,1262665563142,8121433843861,0,0.0
beret,5,12627,81212,0,0.0
bergman,2,1263515,8125848,2,1.0
bergoa,4,126351,812534,4,1.0
bergon,16,126355,812538,16,1.0
beribboned,3,1263115522,8123883814,0,0.0
beright,2,1263337,8123552,0,0.0
berk,4,1264,8126,0,0.0
berkeley,2,12642428,81261612,2,1.0
berks,3,12646,81264,0,0.0
berkshire,13,126463362,812645321,13,1.0
berle,2,12642,81261,2,1.0
bermondsey,2,1265552628,8128384412,2,1.0
bermuda,7,1265721,8128244,7,1.0
bern,2,1265,8128,2,1.0
bernard,2,1265162,8128424,2,1.0
bernaux,9,1265178,8128427,7,0.7777777777777778
bernice,4,1265312,8128371,4,1.0
bernie,10,126532,812831,8,0.8
berries,9,1266326,8122314,0,0.0
berry,656,12668,81222,476,0.725609756097561
berserk,17,1266264,8124126,0,0.0
berserker,10,126626426,812412612,0,0.0
bert,17,1267,8122,11,0.6470588235294118
berth,24,12673,81225,0,0.0
bertha,42,126731,812254,38,0.9047619047619048
berths,11,126736,812254,0,0.0
bertie,12,126732,812231,7,0.5833333333333334
bertillon,6,126734455,812236638,6,1.0
bertram,3,1267615,8122248,2,0.6666666666666666
beryl,9,12684,81226,7,0.7777777777777778
beryls,9,126846,812264,0,0.0
bes,9,126,814,0,0.0
beseeching,12,1262213353,8141175385,0,0.0
beseechingly,9,126221335348,814117538562,0,0.0
beset,3,12627,81412,0,0.0
beside,1478,126322,814341,2,0.0013531799729364006
besides,399,1263226,8143414,14,0.03508771929824561
besieged,14,12632322,81431514,0,0.0
besiegers,4,126323266,814315124,0,0.0
beslimed,5,12643522,81463814,0,0.0
besmirch,2,12653613,81483275,0,0.0
besmirched,2,1265361322,8148327514,0,0.0
besmirching,2,12653613353,81483275385,0,0.0
besotted,17,12657722,81432214,0,0.0
bespectacled,12,126621711422,814317247614,0,0.0
bespoke,7,1266542,8143361,0,0.0
bespoken,2,12665425,81433618,0,0.0
best,2014,1267,8142,31,0.015392254220456803
bested,2,126722,814214,0,0.0
bestfilms,2,126723456,814253684,0,0.0
bestial,3,1267314,8142346,0,0.0
bestigui,160,12673373,81423523,112,0.7
bestiguis,19,126733736,814235234,19,1.0
bestir,4,126736,814232,0,0.0
bestirred,10,126736622,814232214,0,0.0
bestow,5,126758,814231,0,0.0
bestowed,12,12675822,81423114,0,0.0
bestows,4,1267586,8142314,0,0.0
bestriding,2,1267632353,8142234385,0,0.0
bestseller,5,1267624426,8142416612,0,0.0
bestselling,4,12676244353,81424166385,0,0.0
besuited,5,12673722,81423214,0,0.0
besure,2,126762,814221,0,0.0
bet,590,127,812,4,0.006779661016949152
beta,246,1271,8124,233,0.9471544715447154
betan,480,12715,81248,451,0.9395833333333333
betans,72,127156,812484,66,0.9166666666666666
betcha,3,127131,812754,0,0.0
betelgeuse,13,1272432762,8121651241,12,0.9230769230769231
beth,6,1273,8125,6,1.0
bethat,2,127317,812542,0,0.0
bethel,6,127324,812516,6,1.0
bethnal,6,1273514,8125846,6,1.0
bethought,5,127357337,812532552,0,0.0
betimes,8,1273526,8123814,0,0.0
betoken,2,1275425,8123618,0,0.0
betokened,5,127542522,812361814,0,0.0
betray,68,127618,812242,0,0.0
betrayal,57,12761814,81224246,1,0.017543859649122806
betrayals,3,127618146,812242464,0,0.0
betrayed,119,12761822,81224214,0,0.0
betraying,29,127618353,812242385,0,0.0
betrays,2,1276186,8122424,0,0.0
betrothal,51,127657314,812232546,0,0.0
betrothals,2,1276573146,8122325464,0,0.0
betrothed,34,127657322,812232514,1,0.029411764705882353
bets,21,1276,8124,0,0.0
betsy,2,12768,81242,1,0.5
better,3531,127726,812212,11,0.003115264797507788
betterlooking,2,1277264554353,8122126336385,0,0.0
betters,2,1277266,8122124,0,0.0
bettie,6,127732,812231,4,0.6666666666666666
betting,35,1277353,8122385,1,0.02857142857142857
betty,25,12778,81222,25,1.0
between,2685,1278225,8121118,4,0.0014897579143389199
betweens,5,12782256,81211184,0,0.0
betwixt,4,1278387,8121372,0,0.0
beunder,2,1275226,8128412,0,0.0
beverage,14,12726132,81812451,2,0.14285714285714285
beverages,5,127261326,818124514,0,0.0
beverley,5,12726428,81812612,5,1.0
beware,18,128162,811421,3,0.16666666666666666
bewareof,2,12816252,81142135,0,0.0
bewigged,2,12833322,81135514,0,0.0
bewilder,2,12834226,81136412,0,0.0
bewildered,175,1283422622,8113641214,3,0.017142857142857144
bewilderedly,3,128342262248,811364121462,0,0.0
bewildering,13,12834226353,81136412385,0,0.0
bewilderingly,2,1283422635348,8113641238562,0,0.0
bewilderment,97,128342265257,811364128182,0,0.0
bewitch,10,1283713,8113275,0,0.0
bewitched,48,128371322,811327514,0,0.0
bewitching,18,1283713353,8113275385,0,0.0
beyond,947,128552,812384,1,0.0010559662090813093
beyour,4,128576,812322,0,0.0
bezoar,35,128516,817342,0,0.0
bezoars,4,1285166,8173424,2,0.5
bff,2,122,855,0,0.0
bhai,3,1313,8543,3,1.0
bharaputra,217,1316167761,8542432224,208,0.9585253456221198
bharaputran,57,13161677615,85424322248,54,0.9473684210526315
bharaputrans,49,131616776156,854243222484,48,0.9795918367346939
bhavya,2,131781,854824,1,0.5
bhurtee,3,1376722,8522211,2,0.6666666666666666
bi,3,13,83,0,0.0
bias,5,1316,8344,0,0.0
biased,7,131622,834414,1,0.14285714285714285
bibble,2,131142,838861,2,1.0
bible,13,13142,83861,12,0.9230769230769231
biblical,8,13143114,83863746,2,0.25
bibliography,2,131435361638,838633524352,0,0.0
bicentennial,2,131257255314,837182188346,0,0.0
bicep,10,13126,83713,0,0.0
biceps,9,131266,837134,0,0.0
bickered,2,13142622,83761214,0,0.0
